name,phone,address,city,state,website,rating,vertical,source
"Robinhood Electric, LLC",(651) 233-7056,"3227 Meadowbrook Pl, Woodbury, MN 55125, USA",Saint Paul,MN,https://robinhoodelectric.com/,5,electricians,google_places
"John Kivel Electric, LLC",(651) 775-9625,"3553 Bailey Ridge Dr, Woodbury, MN 55125, USA",Saint Paul,MN,http://johnkivelelectric.com/,4.8,electricians,google_places
Luminous Electric,(651) 208-3600,"4164 Kingston Ct, Eagan, MN 55123, USA",Saint Paul,MN,http://www.luminouselectric.com/,5,electricians,google_places
Eagan Electricians,(612) 296-6000,"4880 Biscayne Ave Suite #103, Eagan, MN 55123, USA",Saint Paul,MN,http://www.eaganelectricians.com/,4.4,electricians,google_places
On Time Service Pros Electrical,(651) 300-2928,"15191 Boulder Ct #3, Rosemount, MN 55068, USA",Saint Paul,MN,https://ontimeservicepros.com/,4.9,electricians,google_places
Shakopees Electric,(763) 703-7464,"583 Yankee Doodle Rd, Eagan, MN 55121, USA",Saint Paul,MN,,5,electricians,google_places
Knobelsdorff,(651) 923-4970,"1060 Lone Oak Rd # 112, Eagan, MN 55121, USA",Saint Paul,MN,https://knobelsdorffenterprises.com/,4.2,electricians,google_places
Kendrick Electric,(952) 432-5036,"14607 Felton Ct #104, Apple Valley, MN 55124, USA",Saint Paul,MN,http://kendrickelectric.com/,4.7,electricians,google_places
Montgomery Electric Inc,(952) 807-7938,"4786 141st St W, Apple Valley, MN 55124, USA",Saint Paul,MN,https://www.montgomeryelectricinc.net/,5,electricians,google_places
Lakeville Electric Inc,(952) 469-5542,"20352 Kensington Ct, Lakeville, MN 55044, USA",Saint Paul,MN,http://www.lakevilleelectric.com/,4.9,electricians,google_places
Roehning Electric,(612) 414-9307,"15835 Cicerone Path, Rosemount, MN 55068, USA",Saint Paul,MN,,5,electricians,google_places
Top Line Electric Inc.,(952) 521-0624,"10289 Woodhill Blvd, Lakeville, MN 55044, USA",Saint Paul,MN,https://toplineelectricmn.com/,4.9,electricians,google_places
Tompkins Electrical Contracting,(612) 801-7065,"10567 165th St W Suite 300, Lakeville, MN 55044, USA",Saint Paul,MN,https://www.tompkinselectricalcontracting.com/,3.4,electricians,google_places
Select Electrical Construction Inc.,(651) 587-4010,"4270 153rd St W, Rosemount, MN 55068, USA",Saint Paul,MN,https://selectelectricalmn.com/,,electricians,google_places
Horizon Electric Company,(952) 985-8088,"21025 Edmonton Ave, Farmington, MN 55024, USA",Saint Paul,MN,http://www.horizonelectricco.com/,4.5,electricians,google_places
Powerhouse Electric Services LLC,(612) 363-0490,"8362 Tamarack Village, Woodbury, MN 55125, USA",Saint Paul,MN,,5,electricians,google_places
Crystals Electric Company,(952) 679-6247,"9954 Valley Creek Rd, Woodbury, MN 55125, USA",Saint Paul,MN,,5,electricians,google_places
Park Grove Electric,(651) 459-8888,"520 Pullman Ave, St Paul Park, MN 55071, USA",Saint Paul,MN,http://parkgroveelectric.com/,4.8,electricians,google_places
Keller Electric Inc.,(651) 578-1978,"1064 Woodhill Dr, Woodbury, MN 55125, USA",Saint Paul,MN,,4.4,electricians,google_places
Cap Electric,(651) 426-4600,"2330 Ventura Dr #200, Woodbury, MN 55125, USA",Saint Paul,MN,https://cap-electric.com/,,electricians,google_places
Northern Electric Co,(651) 483-4774,"4640 Chatsworth St N, Shoreview, MN 55126, USA",Saint Paul,MN,,4,electricians,google_places
St Paul Chapter National Electrical Contractors Association,(651) 224-3377,"855 Village Center Dr #352, North Oaks, MN 55127, USA",Saint Paul,MN,https://www.tcneca.org/,5,electricians,google_places
North Oaks Electrical Contracting,,"1824 Old Hwy 8 NW, New Brighton, MN 55112, USA",Saint Paul,MN,,5,electricians,google_places
CRI Electric LLC,(612) 414-3953,"400 Jay Way, Vadnais Heights, MN 55127, USA",Saint Paul,MN,http://www.cri-electricllc.com/,3,electricians,google_places
Peltier Electric,(651) 350-5065,"4635 Olson Lake Trail N, Lake Elmo, MN 55042, USA",Saint Paul,MN,https://peltier-electric.com/,5,electricians,google_places
Titan Electrical Contracting,(952) 777-7713,"11533 Hudson Blvd N, Lake Elmo, MN 55042, USA",Saint Paul,MN,https://usmapir.org/details/titan-electrical-contracting-ChIJ-eZ,5,electricians,google_places
Lewis Electrical,(651) 302-7599,"8695 Hale Ave S, Cottage Grove, MN 55016, USA",Saint Paul,MN,http://lewiselectricalmn.com/about-us/,4.1,electricians,google_places
Paxton Electric,(507) 710-1587,"4869 19th St NW #102, Rochester, MN 55901, USA",Rochester,MN,http://www.paxtonelectric.net/,4.9,electricians,google_places
Med City Electric LLC,(507) 288-2242,"70 45th Ave SW, Rochester, MN 55902, USA",Rochester,MN,https://medcityelectric.com/,5,electricians,google_places
EarlyBird Electric,(507) 205-9151,"4410 19th St NW, Rochester, MN 55901, USA",Rochester,MN,https://earlybirdelectricians.com/rochester/,4.9,electricians,google_places
Electrical Solutions & Service,(507) 315-9473,"109 7th St NE, Rochester, MN 55906, USA",Rochester,MN,https://www.letsgetwiredmn.com/,4.5,electricians,google_places
"Accord Electric, Inc.",(507) 282-6666,"1830 2nd Ave SE, Rochester, MN 55904, USA",Rochester,MN,https://accordelectric.net/,5,electricians,google_places
"Kuntz Electric, Inc.",(507) 285-9658,"6254 34th Ave NW a, Rochester, MN 55901, USA",Rochester,MN,http://www.kuntzelectric.net/,4.5,electricians,google_places
Winkels Electric Inc,(507) 288-4515,"2907 20th St SE, Rochester, MN 55904, USA",Rochester,MN,https://winkelselectric.com/,4.4,electricians,google_places
Hicks Electric Inc.,(507) 288-5695,"1910 3rd Ave SE, Rochester, MN 55904, USA",Rochester,MN,,4.9,electricians,google_places
Adair Electric,(507) 289-7696,"204 16th St SE, Rochester, MN 55904, USA",Rochester,MN,https://www.adairelectriccompany.com/,4.2,electricians,google_places
Foster Electric a Premier Company,(507) 289-4571,"3201 E River Rd NE, Rochester, MN 55906, USA",Rochester,MN,https://www.premiercorp.net/,3.9,electricians,google_places
Total Electric-Rochester Inc,(507) 288-6760,"4241 100th Ave SE, Eyota, MN 55934, USA",Rochester,MN,,4.4,electricians,google_places
Ellenwood Electric,(585) 654-8642,"49 Gale Terrace, Rochester, NY 14610, USA",Rochester,MN,http://ellenwoodelectric.com/,4.7,electricians,google_places
"K & S Heating, Air Conditioning, Plumbing & Electrical",(507) 200-4166,"4205 US-14, Rochester, MN 55901, USA",Rochester,MN,https://www.ksheating.com/?utm_source=gmb&utm_medium=organic,4.8,electricians,google_places
Paxton Electric,(651) 360-1189,"1315 N 7th St, Lake City, MN 55041, USA",Rochester,MN,https://paxtonelectric.net/,5,electricians,google_places
Saturn Electric,(248) 651-1655,"321 South St, Rochester, MI 48307, USA",Rochester,MN,https://www.saturnelectricinc.com/,4.9,electricians,google_places
Laketown Electric Corporation,(507) 388-3288,"6109 Rome Cir NW, Rochester, MN 55901, USA",Rochester,MN,http://www.laketownelectric.com/,5,electricians,google_places
"Hero: Plumbing, Heating, Cooling, Drains, Ducts & Electrical",(507) 509-8590,"424 37th St NE STE 2, Rochester, MN 55906, USA",Rochester,MN,https://callhero.com/rochester/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*126*hero-plumbing-heating-rochester,4.8,electricians,google_places
BOE ELECTRIC,(507) 533-6992,"804 Bucknell Ln SE #2, Stewartville, MN 55976, USA",Rochester,MN,http://www.boeelectric.com/,5,electricians,google_places
Van Meter Inc.,(507) 288-3061,"3919 N Frontage Rd, Rochester, MN 55901, USA",Rochester,MN,https://www.vanmeterinc.com/locations/minnesota/rochester-electrical-supply?utm_source=gmb&utm_term=awareness,5,electricians,google_places
Crescent Electric Supply Company,(507) 289-0421,"1722 3rd Ave SE, Rochester, MN 55904, USA",Rochester,MN,https://www.crescentelectric.com/?utm_source=local-search&utm_medium=link-click&utm_campaign=yext,5,electricians,google_places
Egan Company,(507) 289-4522,"4475 US-14, Rochester, MN 55901, USA",Rochester,MN,http://www.eganco.com/,4.4,electricians,google_places
Pine Ridge Electric Llc,(507) 993-9967,"60795 262nd Ave, Mantorville, MN 55955, USA",Rochester,MN,,5,electricians,google_places
Leth Electric Inc,(507) 635-5516,"805 7th St SE, Kasson, MN 55944, USA",Rochester,MN,https://www.lethelectric.com/,4.6,electricians,google_places
Marti Electric,(507) 634-2000,"701 3rd St SE, Kasson, MN 55944, USA",Rochester,MN,http://martielectric.com/,4.4,electricians,google_places
A & A Electric & Underground Construction Inc,(507) 634-7453,"100 9th St SE, Kasson, MN 55944, USA",Rochester,MN,http://aaelectricunderground.com/,4,electricians,google_places
Duluth Electrical Contracting Inc,(218) 724-5566,"5051 Miller Trunk Hwy, Duluth, MN 55811, USA",Duluth,MN,http://duluthelectrical.com/,4.6,electricians,google_places
Lotus Electric,(218) 729-2953,"4085 E Calvary Rd, Duluth, MN 55803, USA",Duluth,MN,https://www.lotuselectricduluth.com/,4.9,electricians,google_places
Star Power Electric,(218) 214-5541,"4530 Oakley St, Duluth, MN 55804, USA",Duluth,MN,https://www.star-power-electric.com/duluth-mn,5,electricians,google_places
"Powerworks, Inc",(218) 341-3231,"6166 Jean Duluth Rd, Duluth, MN 55803, USA",Duluth,MN,http://powerworksmn.com/,4.9,electricians,google_places
Lenard Electric,(218) 721-4707,"5764 Arnold Rd, Duluth, MN 55803, USA",Duluth,MN,http://www.lenardelectric.com/,4.3,electricians,google_places
Luke's Electric,(218) 578-0994,"821 E 13th St, Duluth, MN 55805, USA",Duluth,MN,https://luke-electric.com/,5,electricians,google_places
"Wescom, Inc",(218) 724-1322,"5137 Jean Duluth Rd, Duluth, MN 55803, USA",Duluth,MN,http://wescominc.com/,4.9,electricians,google_places
Midwest Electric and Generator,(218) 264-4310,"109 N 22nd Ave W, Duluth, MN 55806, USA",Duluth,MN,https://midwestgenerators.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=duluth,4.8,electricians,google_places
Nylund electric,(218) 624-5706,"5723 Grand Ave, Duluth, MN 55807, USA",Duluth,MN,https://nylundelectricmn.com/,4.5,electricians,google_places
ArchKey/Parsons Electric Duluth Office,(218) 727-2690,"1415 MN-33, Cloquet, MN 55720, USA",Duluth,MN,https://www.archkey.com/archkey-parsons-electric/,4.7,electricians,google_places
Electric Systems of Duluth,(218) 722-0764,"4731 Grand Ave, Duluth, MN 55807, USA",Duluth,MN,http://www.electricsystemsofduluth.com/contact.html,3.9,electricians,google_places
"Simco Electric, LLC",(218) 525-0356,"3947 E Calvary Rd, Duluth, MN 55803, USA",Duluth,MN,http://simcoelectricllc.com/,3.4,electricians,google_places
Clover Valley Electric,(218) 606-8595,"314 W Superior St Suite 315, Duluth, MN 55802, USA",Duluth,MN,https://www.clovervalleyelectric.com/,5,electricians,google_places
Benson Electric Company,(715) 394-5547,"1102 N 3rd St, Superior, WI 54880, USA",Duluth,MN,https://bensonelectriccompany.com/,4.6,electricians,google_places
LumosCity Electric,(218) 600-7260,"5406 Greenwood Rd, Duluth, MN 55804, USA",Duluth,MN,https://www.lumoscityelectric.com/,5,electricians,google_places
Qwic Electric,(218) 590-0820,"5917 Redruth St, Duluth, MN 55807, USA",Duluth,MN,http://qwicelectric.com/,4.3,electricians,google_places
Duluth Electrical JATC,(218) 722-8115,"2230 London Rd Suite 200, Duluth, MN 55812, USA",Duluth,MN,,4.8,electricians,google_places
Knight Electric Inc.,(218) 269-5600,"2609 Northwoods Ln, Duluth, MN 55803, USA",Duluth,MN,,5,electricians,google_places
Graybar,(218) 722-6685,"2601 W Superior St, Duluth, MN 55806, USA",Duluth,MN,https://www.graybar.com/store-finder?utm_source=rioseo&utm_medium=organic&utm_content=google-locations&utm_campaign=rioseo-DUMN&cm_mmc=rioseo:organic-_-google-_-locations-_-DUMN,5,electricians,google_places
Beacon Electric,(218) 624-4832,"210 N Central Ave, Duluth, MN 55807, USA",Duluth,MN,,5,electricians,google_places
218 Electric LLC,(218) 772-9100,"23 16th St, Cloquet, MN 55720, USA",Duluth,MN,https://218electric.com/,5,electricians,google_places
J D's Electric,(715) 394-5837,"1425 Tower Ave, Superior, WI 54880, USA",Duluth,MN,,5,electricians,google_places
Holden Electric Co,(218) 520-2689,"5831 Grand Ave, Duluth, MN 55807, USA",Duluth,MN,https://www.holdenelectric.com/,,electricians,google_places
Bloomington's Electrical Services,(763) 645-8654,"1102 Shakopee Town Square, Shakopee, MN 55379, USA",Bloomington,MN,,5,electricians,google_places
Bloomington Electric Company,(763) 634-7690,"5013 Cheshire Ln N, Plymouth, MN 55446, USA",Plymouth,MN,,5,electricians,google_places
"Erickson Electric Company, Inc",(320) 456-0652,"3308 Southway Dr, St Cloud, MN 56301, USA",Saint Cloud,MN,https://www.ericksonelectricmn.com/,4.8,electricians,google_places
Nies Electric,(320) 253-6837,"780 Mayhew Lake Rd NE, St Cloud, MN 56304, USA",Saint Cloud,MN,http://www.nieselectric.com/,4.8,electricians,google_places
"Design Electric, Inc.",(320) 252-1658,"4807 Heatherwood Rd, St Cloud, MN 56301, USA",Saint Cloud,MN,http://designelectricmn.com/,4.4,electricians,google_places
Klein Electric Inc.,(320) 252-5059,"24729 Lake Rd, St Cloud, MN 56301, USA",Saint Cloud,MN,https://www.kleinelectricservice.com/,4.4,electricians,google_places
Electrical Solutions Inc.,(320) 258-5204,"702 9th Ave S, Sauk Rapids, MN 56379, USA",Saint Cloud,MN,,4.6,electricians,google_places
Ryan Electric of St Cloud,(320) 202-9901,"2625 Clearwater Rd #100, St Cloud, MN 56301, USA",Saint Cloud,MN,http://www.reimn.com/,2.7,electricians,google_places
"Augusta Electric, Inc.",(320) 251-2658,"23848 67th Ave, St Cloud, MN 56301, USA",Saint Cloud,MN,http://augustaelectricmn.com,5,electricians,google_places
Sauk Rapids Electric,(320) 266-3949,"42375 Stearns 2 County, Rice, MN 56367, USA",Saint Cloud,MN,http://www.saukrapidselectric.com/,4.7,electricians,google_places
Electrical Builders Ind (EBI),(877) 297-0616,"2720 1 1/2 St S, St Cloud, MN 56301, USA",Saint Cloud,MN,http://www.electricalbuilders.com/,3.5,electricians,google_places
"Neighborhood Plumbing, Heating, Air Conditioning and Electrical",(320) 337-7089,"1060 35th Ave NE, Sauk Rapids, MN 56379, USA",Saint Cloud,MN,https://www.4neighborhood.com/?utm_campaign=gmb&utm_medium=organic&utm_source=gmb,4.8,electricians,google_places
Mechanical Energy Systems,(320) 253-4859,"629 Lincoln Ave NE, St Cloud, MN 56304, USA",Saint Cloud,MN,https://www.mechenergy.com/,4.8,electricians,google_places
Hi-Tec Electric,(320) 363-8808,"833 19th Ave NE, St Joseph, MN 56374, USA",Saint Cloud,MN,http://www.hitecelectricstcloud.com/,5,electricians,google_places
Manny’s 407 Electric Inc,(407) 530-9259,"43 Montana Ave, St Cloud, FL 34769, USA",Saint Cloud,MN,https://mannys407electric.com/,4.9,electricians,google_places
Hightower Electric LLC,(407) 870-3955,"2008 Jaffa Dr Unit F, St Cloud, FL 34771, USA",Saint Cloud,MN,http://www.hightowerelectricllc.com/,4.8,electricians,google_places
Quality Electric Services Inc.,(320) 980-5724,"Brookwood Ln, Sartell, MN 56377, USA",Saint Cloud,MN,https://sartellelectrician.com/,5,electricians,google_places
Select Electric,(763) 261-2110,"6016 140th Ave SE, Clear Lake, MN 55319, USA",Saint Cloud,MN,,4.9,electricians,google_places
Electrical Installers Inc,(320) 597-3456,"707 Main St E, Richmond, MN 56368, USA",Saint Cloud,MN,http://electricalinstallersinc.net/,4.5,electricians,google_places
Viking Electric,(320) 345-6050,"625 1st St S, Waite Park, MN 56387, USA",Saint Cloud,MN,https://www.vikingelectric.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing&utm_content=waite-park-branch,4.9,electricians,google_places
Thielen Electric,(320) 260-5808,"25421 Pleasant Rd, St Cloud, MN 56301, USA",Saint Cloud,MN,,5,electricians,google_places
J-Berd,(320) 656-0847,"1 Industrial Blvd, Sauk Rapids, MN 56379, USA",Saint Cloud,MN,https://j-berd.com/,4.6,electricians,google_places
Custom Low Voltage,(651) 707-2204,"Hickory Hill Dr, Eagan, MN 55122, USA",Eagan,MN,http://customlowvoltage.net/,5,electricians,google_places
Daley Electric,(651) 379-5027,"222 21st St, Newport, MN 55055, USA",Woodbury,MN,http://www.daley-electric.com/,4,electricians,google_places
Main Line Electric,(856) 343-4526,"217 S Barber Ave, Woodbury, NJ 08096, USA",Woodbury,MN,http://mainlineelectricnj.com/,4.9,electricians,google_places
"Anderson Electrical Contractors, Inc",(763) 242-3283,"7822 Merrimac Ln N, Maple Grove, MN 55311, USA",Maple Grove,MN,http://anderson-elec.com/,5,electricians,google_places
Mark Electrical Solutions,(763) 294-2113,"8150 Archer Ln N, Maple Grove, MN 55311, USA",Maple Grove,MN,,4.6,electricians,google_places
Voyageur Electric LLC,(763) 340-4904,"9672 102nd Ave N, Maple Grove, MN 55369, USA",Maple Grove,MN,http://voyageurelectricmn.com/,5,electricians,google_places
Medina Electric Inc,(763) 478-6828,"22510 Hwy 55, Corcoran, MN 55340, USA",Maple Grove,MN,http://www.medinaelectric.net/,5,electricians,google_places
Maple Grove Electrical Repairs,(952) 314-4985,"192 Northtown Dr NE, Blaine, MN 55434, USA",Maple Grove,MN,,5,electricians,google_places
Safeway Electric,(763) 273-8364,"13601 80th Cir N #223, Maple Grove, MN 55369, USA",Maple Grove,MN,,5,electricians,google_places
Langers Electric LLC,(763) 221-6356,"12010 Florida Ave N, Champlin, MN 55316, USA",Coon Rapids,MN,http://langers-electric.com/,5,electricians,google_places
Short Stop Electric Inc,(612) 488-2405,"16481 Flintwood St NW, Anoka, MN 55304, USA",Coon Rapids,MN,,4.6,electricians,google_places
Northern Mister Sparky Electric,(763) 200-8837,"9431 Alpine Dr Suite C, Ramsey, MN 55303, USA",Coon Rapids,MN,https://www.northernmistersparky.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,5,electricians,google_places
Burnsville Electricians,(612) 296-6000,"8 E 129th St, Burnsville, MN 55337, USA",Burnsville,MN,http://www.burnsvilleelectricians.com/,4,electricians,google_places
A & B Auto Electric,(952) 894-5147,"11920 Riverwood Dr, Burnsville, MN 55337, USA",Burnsville,MN,,4.8,electricians,google_places
Auto Electric Service,(952) 888-0886,"11920 Riverwood Dr, Burnsville, MN 55337, USA",Burnsville,MN,http://www.autoelectricservicebloomington.com/,4.7,electricians,google_places
Twin Cities Electric,(651) 661-4199,"1246 Patterson Dr, Shakopee, MN 55379, USA",Burnsville,MN,https://twincitieselectricllc.com/?utm_campaign=gmb,5,electricians,google_places
"Focal Point Partners, Inc",(952) 491-9595,"12400 Pillsbury Ave, Burnsville, MN 55337, USA",Burnsville,MN,http://www.focalpointpartners.com/,5,electricians,google_places
"Genz-Ryan Heating, Cooling, Plumbing, & Electrical",(612) 491-5496,"2200 Hwy 13 W, Burnsville, MN 55337, USA",Burnsville,MN,https://genzryan.com/,4.7,electricians,google_places
Ben Franklin Electric Inc,(952) 888-2210,"1305 Larc Industrial Blvd, Burnsville, MN 55337, USA",Burnsville,MN,,3,electricians,google_places
Viking Electric,(952) 890-8420,"1800 Cliff Rd E #12, Burnsville, MN 55337, USA",Burnsville,MN,https://www.vikingelectric.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing&utm_content=burnsville-branch,4.1,electricians,google_places
Berg Electric Inc,(952) 890-6098,"2705 Highland Dr, Burnsville, MN 55337, USA",Burnsville,MN,,3,electricians,google_places
"Rebel Electric, LLC",(763) 783-9518,"9212 Isanti St NE, Blaine, MN 55449, USA",Blaine,MN,http://www.rebelelectric.info/,4,electricians,google_places
Stinson Electric Inc,(612) 788-0244,"8888 Xylite St NE Suite 100, Blaine, MN 55449, USA",Blaine,MN,http://www.stinsonelectricinc.com/,3.7,electricians,google_places
Maas Electric,(763) 370-0788,"20405 Hamburg Ave, Lakeville, MN 55044, USA",Lakeville,MN,http://maas-electric.com/,5,electricians,google_places
Thor Electric LLC,(651) 408-3348,"20385 Iberia Ave, Lakeville, MN 55044, USA",Lakeville,MN,,4.7,electricians,google_places
Helm Electric Inc,(952) 461-2460,"22008 Canton Ct, Farmington, MN 55024, USA",Lakeville,MN,,5,electricians,google_places
Master Electric,(952) 890-3555,"5500 Cottonwood Ln SE, Prior Lake, MN 55372, USA",Lakeville,MN,http://www.masterelectric.com/,4.7,electricians,google_places
Pro-Wire Electric,(612) 239-1483,"30 Todd St, New Market, MN 55054, USA",Lakeville,MN,https://prowiremn.com/commercial-projects/,5,electricians,google_places
Cedar View Electric,(952) 469-2100,"22776 Pine Trail, Lakeville, MN 55044, USA",Lakeville,MN,,3.2,electricians,google_places
Davis Electrical Systems,(612) 225-7733,"21225 Hamburg Ave, Lakeville, MN 55044, USA",Lakeville,MN,https://daviselectricalsystems.com/,,electricians,google_places
Minnetonka Electricians,(612) 296-6000,"830 3rd Ave, Excelsior, MN 55331, USA",Minnetonka,MN,http://www.minnetonkaelectric.net/,4,electricians,google_places
Tonka Electric,(952) 465-6791,"5655 Harding Ln, Excelsior, MN 55331, USA",Minnetonka,MN,https://tonkaelectric.com/,5,electricians,google_places
Williams Electric,(952) 930-9692,"4932 Shady Oak Rd, Minnetonka, MN 55343, USA",Minnetonka,MN,,4.5,electricians,google_places
Sipma Electric Inc,(952) 230-7432,"3720 Park Valley Rd, Minnetonka, MN 55305, USA",Minnetonka,MN,http://www.sipmaelectric.com/,4.7,electricians,google_places
Prairie Electric Co,(952) 949-0074,"6595 Edenvale Blvd # 120, Eden Prairie, MN 55346, USA",Eden Prairie,MN,,4.7,electricians,google_places
Gray Duck Electric,(651) 285-9952,"12040 Jasper Ln, Eden Prairie, MN 55347, USA",Eden Prairie,MN,https://grayduckelectric.com/,5,electricians,google_places
Winsupply of Eden Prairie,(952) 278-0000,"7361 Washington Ave S, Edina, MN 55439, USA",Eden Prairie,MN,https://www.winsupplyinc.com/Location/Edina-MN/55439/Electrical-supplies,4.4,electricians,google_places
Pacific Electrical Contracting,(507) 267-2489,"6500 City W Pkwy, Eden Prairie, MN 55344, USA",Eden Prairie,MN,,3.7,electricians,google_places
Minnetonkas Electrician,(952) 873-1572,"7823 Terrey Pine Ct, Eden Prairie, MN 55347, USA",Eden Prairie,MN,,3.3,electricians,google_places
"Master Electric Company, Inc",(507) 550-1510,"1048 S Victory Dr, Mankato, MN 56001, USA",Mankato,MN,http://masterelectric.com/,4.8,electricians,google_places
Key City Electric & Home Services,(507) 387-3137,"604 N Riverfront Dr, Mankato, MN 56001, USA",Mankato,MN,http://keycityelectricmankato.com/,4.4,electricians,google_places
Schwickert's Electrical,(507) 387-3101,"330 Poplar St, Mankato, MN 56001, USA",Mankato,MN,https://www.schwickerts.com/services/electrical/,4.3,electricians,google_places
"Guaranteed Electric Service, Inc.",(507) 388-9305,"53936 208th Ln, Mankato, MN 56001, USA",Mankato,MN,http://gesmankato.com/,3.9,electricians,google_places
Blk Electric Inc,(507) 388-1173,"1990 Lookout Dr, North Mankato, MN 56003, USA",Mankato,MN,http://www.blkelectric.com/,4.6,electricians,google_places
"BC Electric Service, LLC",(507) 390-2905,"1068 S Victory Dr, Mankato, MN 56001, USA",Mankato,MN,http://bcelectricservice.com/,5,electricians,google_places
Pederson Electric,(507) 327-4104,"50686 Birch Bluff Dr, North Mankato, MN 56003, USA",Mankato,MN,https://bpedersonelectric.com/,5,electricians,google_places
"Electrical Services, LLC",(507) 380-8333,"1024 S Victory Dr, Mankato, MN 56001, USA",Mankato,MN,,5,electricians,google_places
Current Connections Inc,(507) 810-4488,"956 E Hill St Suite B, St Peter, MN 56082, USA",Mankato,MN,https://currentconnectionsmankato.com/,5,electricians,google_places
"Elite Electrical Innovations, LLC",(507) 317-5475,"504 2nd St NE, Madelia, MN 56062, USA",Mankato,MN,http://eliteelectricalinnovations.com/,4.8,electricians,google_places
Schwickert’s Tecta America,(507) 387-3101,"330 Poplar St, Mankato, MN 56001, USA",Mankato,MN,https://www.schwickerts.com/,4.6,electricians,google_places
Wenzel Auto Electric Co,(507) 625-1001,"1325 3rd Ave, Mankato, MN 56001, USA",Mankato,MN,http://www.sctflash.com/,4.5,electricians,google_places
Reliance Electric Of Southern Minnesota,(507) 345-4250,"1110 N River Dr, North Mankato, MN 56003, USA",Mankato,MN,,4.8,electricians,google_places
CNF Power LLC,(507) 382-7299,"41396 526th St, North Mankato, MN 56003, USA",Mankato,MN,http://www.cnfpower.com/,,electricians,google_places
NAC Mechanical & Electrical Services Mankato,(507) 779-7011,"1824 Willow St, Mankato, MN 56001, USA",Mankato,MN,https://nac-hvac.com/,,electricians,google_places
Van Meter Inc.,(507) 388-6245,"101 Mohr Dr, Mankato, MN 56001, USA",Mankato,MN,https://www.vanmeterinc.com/locations/minnesota/mankato-electrical-supply?utm_source=gmb&utm_term=awareness,4.3,electricians,google_places
Grace Electric,(701) 371-3931,"322 Clearview Ct, Moorhead, MN 56560, USA",Moorhead,MN,https://gracewires.com/,4.8,electricians,google_places
"Rick Electric, Inc.",(218) 233-6194,"3010 24th Ave S, Moorhead, MN 56560, USA",Moorhead,MN,http://www.rickelectric.com/,4.3,electricians,google_places
Charlie & Sons Electric Inc,(218) 233-1519,"422 US-75, Moorhead, MN 56560, USA",Moorhead,MN,https://www.charlieandsonselectric.com/,5,electricians,google_places
RG & Sons Electric,(218) 790-2332,"108 4th St NW, Dilworth, MN 56529, USA",Moorhead,MN,,5,electricians,google_places
Lyon's Electric LLC,(701) 306-8007,"613 2nd Ave NE, Dilworth, MN 56529, USA",Moorhead,MN,https://www.lyonselec.com/,5,electricians,google_places
First Nation Electric,(701) 893-8146,"Moorhead, MN 56560, USA",Moorhead,MN,http://www.firstnationelectric.com/,5,electricians,google_places
Charge Electrical Contracting,(218) 996-3231,"1916 4th Ave N, Moorhead, MN 56560, USA",Moorhead,MN,https://www.chargeelectricalcontracting.com/,3,electricians,google_places
Live Wire Electrical Contracting,(701) 526-1513,"5470 51st Ave S, Fargo, ND 58104, USA",Moorhead,MN,https://www.livewireelectricalfm.com/,4.9,electricians,google_places
JDP Electric Inc.,(701) 232-1991,"803 28th St S suite a, Fargo, ND 58103, USA",Moorhead,MN,https://jdpelectric.net/,4.7,electricians,google_places
"Red River Electric, Inc.",(218) 236-0502,"3345 43rd St S, Moorhead, MN 56560, USA",Moorhead,MN,http://www.redriverelectric.com/,3.9,electricians,google_places
Infinity Electric LLC,(701) 371-8780,"7610 Adelman Dr, Horace, ND 58047, USA",Moorhead,MN,https://www.infinityelectricnd.com/,5,electricians,google_places
Power Connection Electrical Contractor,(701) 261-1534,"470 1st St E G, Horace, ND 58047, USA",Moorhead,MN,http://www.fmpowerconnection.com/,5,electricians,google_places
C B & Sons Electric Inc,(218) 233-4775,"2406 2nd Ave N, Moorhead, MN 56560, USA",Moorhead,MN,,4.5,electricians,google_places
Matty B electric,(218) 979-0446,"609 4th Ave NW, Dilworth, MN 56529, USA",Moorhead,MN,,5,electricians,google_places
ECG Electric,(701) 388-7672,"404 Reno St, Hawley, MN 56549, USA",Moorhead,MN,https://ecgelectric.com/,5,electricians,google_places
Anderson Electric LLC,(701) 729-6902,"3007 7th Ave N, Moorhead, MN 56560, USA",Moorhead,MN,,4.6,electricians,google_places
Rickard Electric Inc,(701) 281-0766,"1220 41st St N, Fargo, ND 58102, USA",Moorhead,MN,https://reifargo.com/,4.4,electricians,google_places
"Agassiz Electric, LLC",(320) 491-1610,"109 60th Ave N, Moorhead, MN 56560, USA",Moorhead,MN,https://www.agassiz-electric.com/,,electricians,google_places
Choice Electric Inc,(952) 445-2625,"3080 4th Ave E, Shakopee, MN 55379, USA",Shakopee,MN,http://www.choiceelec.com/,3.5,electricians,google_places
Powerhouse Electric,(952) 233-5404,"1958 Raspberry Ln, Shakopee, MN 55379, USA",Shakopee,MN,,3.3,electricians,google_places
